Translated_Comment,Cleaned_Translated_Comment,Sentiment_Scores,Sentiment_Compound,Sentiment_Label,lstm_sentiment_labeling,lstm_sentiment_score,lstm_matches_vader,roberta_sentiment_labeling,roberta_sentiment_score,distilbert_sentiment_labeling,distilbert_sentiment_score
Welp...*sigh* time to play all the time again,welpsigh time to play all the time again,"{'neg': 0.0, 'neu': 0.745, 'pos': 0.255, 'compound': 0.34}",0.34,Positive,Positive,0.7865276,1,Neutral,0.553189516,Positive,0.524993718
Oh no! Here we go again!,oh no here we go again,"{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative,Negative,0.8525564,1,Negative,0.810800374,Negative,0.867071748
It's all a lie.,its all a lie,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.98559165,1,Negative,0.580027878,Negative,0.941487968
Covid: round 2 fight ðŸ˜‚,covid round 2 fight ðÿ,"{'neg': 0.394, 'neu': 0.606, 'pos': 0.0, 'compound': -0.3818}",-0.3818,Negative,Negative,0.8002963,1,Neutral,0.860700548,Positive,0.613331974
 rebuke this ðŸ˜:registered:,rebuke this ðÿregistered,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.99541044,1,Negative,0.759877324,Negative,0.789384425
ban flights,ban flights,"{'neg': 0.783, 'neu': 0.217, 'pos': 0.0, 'compound': -0.5574}",-0.5574,Negative,Negative,0.9759606,1,Negative,0.579377353,Negative,0.965191782
"Me to these who are born after 2020:GUY, Iâ€:trade_mark:VE PLAYED THUS GAME BEFORE!!! *gotta teach the rookies*",me to these who are born after 2020guy iâtrade_markve played thus game before gotta teach the rookies,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.34}",0.34,Positive,Positive,0.9469472,1,Neutral,0.793941617,Positive,0.671219647
NOT AGAIN,not again,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.9733271,1,Negative,0.634148598,Negative,0.882460237
"Dr udoka on YouTube herbs remains the best,I usually get herpes outbreaks,HMPV and erectile dysfunction due to underlaying Health issues every 3 weeks or so,but now is all over and far gone.",dr udoka on youtube herbs remains the besti usually get herpes outbreakshmpv and erectile dysfunction due to underlaying health issues every 3 weeks or sobut now is all over and far gone,"{'neg': 0.083, 'neu': 0.917, 'pos': 0.0, 'compound': -0.4215}",-0.4215,Negative,Negative,0.9531612,1,Positive,0.524127781,Negative,0.915889561
"""I PLAYED THIS GAMES BEFORE!""",i played this games before,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.34}",0.34,Positive,Positive,0.96453756,1,Neutral,0.840339899,Negative,0.777681589
"Seriously, again?",seriously again,"{'neg': 0.63, 'neu': 0.37, 'pos': 0.0, 'compound': -0.1779}",-0.1779,Negative,Negative,0.79056954,1,Negative,0.462839574,Negative,0.979245305
STOP!!! I HAVE PLAYED THIS GAME BEFORE!!!,stop i have played this game before,"{'neg': 0.229, 'neu': 0.521, 'pos': 0.25, 'compound': 0.0516}",0.0516,Positive,Positive,0.8934669,1,Neutral,0.597506166,Negative,0.841069937
Ah shit here we go again.,ah shit here we go again,"{'neg': 0.419, 'neu': 0.581, 'pos': 0.0, 'compound': -0.5574}",-0.5574,Negative,Negative,0.9599342,1,Negative,0.786997259,Negative,0.625305176
Another outbreak from China. Always mysterious. Why? Hmm. Should not allow flights in or out of that country.,another outbreak from china always mysterious why hmm should not allow flights in or out of that country,"{'neg': 0.089, 'neu': 0.911, 'pos': 0.0, 'compound': -0.1695}",-0.1695,Negative,Negative,0.7703652,1,Negative,0.876739562,Negative,0.898893774
 canâ€:trade_mark:t wait to listen to people talk like they have medical degrees,canâtrade_markt wait to listen to people talk like they have medical degrees,"{'neg': 0.0, 'neu': 0.815, 'pos': 0.185, 'compound': 0.3612}",0.3612,Positive,Positive,0.9778193,1,Positive,0.52705276,Positive,0.575818956
covid season 2 is crazy,covid season 2 is crazy,"{'neg': 0.375, 'neu': 0.625, 'pos': 0.0, 'compound': -0.34}",-0.34,Negative,Negative,0.7696177,1,Negative,0.679666162,Negative,0.736270487
Another wyf year another virusðŸ˜‚,another wyf year another virusðÿ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.98081505,1,Negative,0.795105934,Negative,0.890809894
IVE PLAYED THIS GAMES BEFORE,ive played this games before,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.34}",0.34,Positive,Positive,0.9861277,1,Neutral,0.840464652,Negative,0.653033614
We survived COVID we will overcome this aswell in Jesus Name.,we survived covid we will overcome this aswell in jesus name,"{'neg': 0.0, 'neu': 0.752, 'pos': 0.248, 'compound': 0.5106}",0.5106,Positive,Positive,0.91940486,1,Positive,0.897139728,Positive,0.856024504
There is nothing in China ðŸ˜‚,there is nothing in china ðÿ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.9719695,1,Negative,0.744337916,Negative,0.807751179
"Careful with peoples from china mainland, because they might be already infected. Especially, from January 28, there will be chinese new year holiday, chinese tourist travel with HMPV, so please be careful with them.",careful with peoples from china mainland because they might be already infected especially from january 28 there will be chinese new year holiday chinese tourist travel with hmpv so please be careful with them,"{'neg': 0.077, 'neu': 0.701, 'pos': 0.221, 'compound': 0.6066}",0.6066,Positive,Negative,0.646535,0,Neutral,0.652572632,Positive,0.671043098
IVE PLAYED THESE GAMES BEFORE!!!,ive played these games before,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.34}",0.34,Positive,Positive,0.9890085,1,Neutral,0.841114879,Negative,0.679378927
Round 2,round 2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.97588515,1,Neutral,0.720916808,Positive,0.547133625
"Who keeps doing this crap? Why, at this time, again?",who keeps doing this crap why at this time again,"{'neg': 0.25, 'neu': 0.75, 'pos': 0.0, 'compound': -0.4588}",-0.4588,Negative,Negative,0.62153035,1,Negative,0.956647873,Negative,0.985681653
Mysterious? When this happens once then maybe but twice? Not a chance.,mysterious when this happens once then maybe but twice not a chance,"{'neg': 0.161, 'neu': 0.839, 'pos': 0.0, 'compound': -0.2755}",-0.2755,Negative,Negative,0.752951,1,Negative,0.704190433,Negative,0.798193991
It's always chai - na,its always chai na,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.98913926,1,Neutral,0.804125607,Positive,0.68027705
Fake news from western main stream news.,fake news from western main stream news,"{'neg': 0.341, 'neu': 0.659, 'pos': 0.0, 'compound': -0.4767}",-0.4767,Negative,Negative,0.9873364,1,Negative,0.52399683,Negative,0.849895239
Just in time for Trump to come back into office! LMAO.,just in time for trump to come back into office lmao,"{'neg': 0.0, 'neu': 0.719, 'pos': 0.281, 'compound': 0.5994}",0.5994,Positive,Positive,0.5229359,1,Negative,0.512704372,Positive,0.754765868
Made in china,made in china,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.99326146,1,Neutral,0.62566328,Positive,0.81800431
Can we not do this again.....please,can we not do this againplease,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.9651416,1,Negative,0.831374526,Negative,0.813784063
 already knew all of this was bullshit since day 1 of the covid pandemic.,already knew all of this was bullshit since day 1 of the covid pandemic,"{'neg': 0.226, 'neu': 0.774, 'pos': 0.0, 'compound': -0.5859}",-0.5859,Negative,Negative,0.8562973,1,Negative,0.902307749,Negative,0.967335284
 trust the media !!!,trust the media,"{'neg': 0.0, 'neu': 0.377, 'pos': 0.623, 'compound': 0.5106}",0.5106,Positive,Negative,0.7160798,0,Neutral,0.719375789,Positive,0.88398087
Im not even suprised anymore  China keep eating alot of non food ðŸ˜…,im not even suprised anymore china keep eating alot of non food ðÿ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.8701459,1,Negative,0.808348417,Negative,0.789106667
Yeheyyyy were on season 2 already. China keep it up to squid game already on season 3. Hahahaha,yeheyyyy were on season 2 already china keep it up to squid game already on season 3 hahahaha,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.9211367,1,Positive,0.674479365,Positive,0.79949981
"lol, that's how 1.6B dollars goes in propaganda, after China released their 6th gen jet",lol thats how 16b dollars goes in propaganda after china released their 6th gen jet,"{'neg': 0.112, 'neu': 0.73, 'pos': 0.157, 'compound': 0.2023}",0.2023,Positive,Positive,0.84455216,1,Negative,0.479682654,Positive,0.80190593
"â€œCan't trust what comes out of Chinese mediaâ€œ host says, US media, can we trust? ðŸ˜…",âœcant trust what comes out of chinese mediaâœ host says us media can we trust ðÿ,"{'neg': 0.0, 'neu': 0.68, 'pos': 0.32, 'compound': 0.765}",0.765,Positive,Positive,0.8072841,1,Negative,0.657786012,Positive,0.762286246
plz stop the steal and don't invent new viruses!!!,plz stop the steal and dont invent new viruses,"{'neg': 0.425, 'neu': 0.472, 'pos': 0.102, 'compound': -0.6249}",-0.6249,Negative,Negative,0.81287783,1,Negative,0.750311971,Negative,0.903043747
Here we go again,here we go again,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.97943157,1,Negative,0.542321742,Positive,0.833614945
"bro had taken the ,,bring back 2020â€ trend too seriously ðŸ˜­ðŸ:trade_mark:ðŸ½",bro had taken the bring back 2020â trend too seriously ðÿðÿtrade_markðÿ½,"{'neg': 0.145, 'neu': 0.855, 'pos': 0.0, 'compound': -0.1779}",-0.1779,Negative,Negative,0.8204279,1,Negative,0.518201411,Negative,0.845680952
I'VE PLAYED THIS GAME BEFORE ðŸ”¥ðŸ—£ï¸,ive played this game before ðÿðÿï,"{'neg': 0.0, 'neu': 0.676, 'pos': 0.324, 'compound': 0.34}",0.34,Positive,Positive,0.9849415,1,Neutral,0.802996814,Positive,0.669394076
"Coincides with Trump in office again - no surprises here.  They probably trying to prevent inauguration through Marshall Law.  Well, that's what I been waiting for since he was reelected. The oppositions silence was deafening",coincides with trump in office again no surprises here they probably trying to prevent inauguration through marshall law well thats what i been waiting for since he was reelected the oppositions silence was deafening,"{'neg': 0.104, 'neu': 0.809, 'pos': 0.086, 'compound': -0.1695}",-0.1695,Negative,Negative,0.75285184,1,Negative,0.651803017,Negative,0.802485526
We got Covid 2 before GTA 6 ðŸ’€,we got covid 2 before gta 6 ðÿ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.9914938,1,Neutral,0.665056825,Positive,0.561544836
"""I'VE PLAYED THESE GAMES BEFORE""  ""I SAID I'VE PLAYED THESE GAMES BEFORE""",ive played these games before i said ive played these games before,"{'neg': 0.0, 'neu': 0.676, 'pos': 0.324, 'compound': 0.5859}",0.5859,Positive,Positive,0.99891466,1,Neutral,0.775704145,Negative,0.571153045
This is fake propaganda by the media. Nothing is happening in china.,this is fake propaganda by the media nothing is happening in china,"{'neg': 0.338, 'neu': 0.662, 'pos': 0.0, 'compound': -0.6249}",-0.6249,Negative,Negative,0.96990585,1,Negative,0.789230764,Negative,0.957633257
"Everytime when Trump wins? If the secret deep china dont get what they want, then they'll slow him down. THINK! ðŸ¤§",everytime when trump wins if the secret deep china dont get what they want then theyll slow him down think ðÿ,"{'neg': 0.0, 'neu': 0.792, 'pos': 0.208, 'compound': 0.6124}",0.6124,Positive,Positive,0.6898506,1,Neutral,0.573908448,Negative,0.700748026
"Oh no, i work at a resort where there's a lot of tourist from china and I've been having breathing problem and coughing for the last two weeks.",oh no i work at a resort where theres a lot of tourist from china and ive been having breathing problem and coughing for the last two weeks,"{'neg': 0.159, 'neu': 0.841, 'pos': 0.0, 'compound': -0.5994}",-0.5994,Negative,Negative,0.82794076,1,Negative,0.752083838,Negative,0.976992369
It's like when Trump in office a virus pops off.,its like when trump in office a virus pops off,"{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.3612}",0.3612,Positive,Positive,0.8340283,1,Negative,0.810358405,Negative,0.769876897
Yes ban for  this nationals to go anywhere??????,yes ban for this nationals to go anywhere,"{'neg': 0.293, 'neu': 0.488, 'pos': 0.22, 'compound': -0.2263}",-0.2263,Negative,Negative,0.89261144,1,Negative,0.781514883,Negative,0.567206979
 havenâ€:trade_mark:t been sick for like a year and all of a sudden a thick fog came to American Canyon CA and it looked like the fog was dirty. 15 minutes after breathing in that fog I got a sore throat. Now day 3 and my sore throat got worse and I have a runny nose and I just feel weak,havenâtrade_markt been sick for like a year and all of a sudden a thick fog came to american canyon ca and it looked like the fog was dirty 15 minutes after breathing in that fog i got a sore throat now day 3 and my sore throat got worse and i have a runny nose and i just feel weak,"{'neg': 0.232, 'neu': 0.701, 'pos': 0.067, 'compound': -0.9042}",-0.9042,Negative,Negative,0.73422694,1,Negative,0.907001376,Negative,0.983337104
IVE SURVIVED THESE GAMES BEFORE,ive survived these games before,"{'neg': 0.0, 'neu': 0.548, 'pos': 0.452, 'compound': 0.5106}",0.5106,Positive,Positive,0.97437274,1,Neutral,0.484633416,Negative,0.598157644
Here we go again ðŸ:trade_mark:„,here we go again ðÿtrade_mark,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.98577553,1,Neutral,0.63861239,Positive,0.801240623
Here we go again?,here we go again,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.97943157,1,Negative,0.542321742,Positive,0.833614945
The Chinese are bored. Thatâ€:trade_mark:s a day out for the fam. Yâ€:trade_mark:all trippinâ€:trade_mark:.,the chinese are bored thatâtrade_marks a day out for the fam yâtrade_markall trippinâtrade_mark,"{'neg': 0.149, 'neu': 0.851, 'pos': 0.0, 'compound': -0.2732}",-0.2732,Negative,Negative,0.7983711,1,Negative,0.850631297,Negative,0.70690304
Uber Eats subscription âœ… Toilet Paper â˜‘ WFH Setup âœ… Stocked Freezer â˜‘ Am I missing anything else?,uber eats subscription âœ toilet paper â wfh setup âœ stocked freezer â am i missing anything else,"{'neg': 0.115, 'neu': 0.885, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative,Negative,0.8325449,1,Neutral,0.813109159,Negative,0.952807665
IVE PLAYED THESE GAMES BEFORE,ive played these games before,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.34}",0.34,Positive,Positive,0.9890085,1,Neutral,0.841114879,Negative,0.679378927
"Mask up everybody, right now!",mask up everybody right now,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.950108,1,Negative,0.519373,Negative,0.735483885
IVE PLAYED THESE GAMES BEFOREðŸ—£ï¸ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥,ive played these games beforeðÿïðÿðÿðÿðÿ,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.34}",0.34,Positive,Positive,0.990641,1,Neutral,0.765129805,Positive,0.639596879
Fake news,fake news,"{'neg': 0.756, 'neu': 0.244, 'pos': 0.0, 'compound': -0.4767}",-0.4767,Negative,Negative,0.985011,1,Neutral,0.500733256,Negative,0.945416212
ðŸ:trade_mark:ðŸ¿  wash hands.  Use ðŸ˜· cough in elbow  stay hydrated  STAY HOME get that vitamin C  be  RESPECTFUL,ðÿtrade_markðÿ wash hands use ðÿ cough in elbow stay hydrated stay home get that vitamin c be respectful,"{'neg': 0.0, 'neu': 0.755, 'pos': 0.245, 'compound': 0.6369}",0.6369,Positive,Positive,0.924278,1,Neutral,0.830355287,Positive,0.708979487
What lousy dangerous new vaccine are they  trying to test on the population by coersion now?,what lousy dangerous new vaccine are they trying to test on the population by coersion now,"{'neg': 0.32, 'neu': 0.68, 'pos': 0.0, 'compound': -0.765}",-0.765,Negative,Negative,0.894656,1,Negative,0.927807093,Negative,0.983308196
"Trump they hate TRUMP, that's what they did last time",trump they hate trump thats what they did last time,"{'neg': 0.291, 'neu': 0.709, 'pos': 0.0, 'compound': -0.5719}",-0.5719,Negative,Negative,0.8988025,1,Negative,0.902609289,Negative,0.716673315
Here we go again ðŸ¤§,here we go again ðÿ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.97793406,1,Neutral,0.589822173,Positive,0.754147887
What they did cook again this time?,what they did cook again this time,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.99129736,1,Neutral,0.856268823,Negative,0.586690545
"Close enough, Welcome back COVID",close enough welcome back covid,"{'neg': 0.0, 'neu': 0.571, 'pos': 0.429, 'compound': 0.4588}",0.4588,Positive,Positive,0.9241852,1,Neutral,0.428896755,Positive,0.950519145
is china playing plague inc right now?,is china playing plague inc right now,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.2023}",0.2023,Positive,Positive,0.83994526,1,Neutral,0.720376611,Negative,0.912607431
They're making these viruses in the LabsðŸ¤¨,theyre making these viruses in the labsðÿ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.96794266,1,Negative,0.711058974,Negative,0.739768386
"Yeah im sure its a ""mystery""",yeah im sure its a mystery,"{'neg': 0.0, 'neu': 0.471, 'pos': 0.529, 'compound': 0.5423}",0.5423,Positive,Positive,0.95958054,1,Neutral,0.556768835,Positive,0.913540423
"At meantime, nothing happened in china, bunch of fake news!!!",at meantime nothing happened in china bunch of fake news,"{'neg': 0.256, 'neu': 0.744, 'pos': 0.0, 'compound': -0.4767}",-0.4767,Negative,Negative,0.9229076,1,Negative,0.595284939,Negative,0.910559952
1:35 COVID was 'not a concern' to begin with...and look what happened... Didn't that event show you what's about to happen again...,135 covid was not a concern to begin withand look what happened didnt that event show you whats about to happen again,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.97341007,1,Negative,0.757086575,Negative,0.521876514
Sly ppl come out in 2013 how many bio wepons are there jokers,sly ppl come out in 2013 how many bio wepons are there jokers,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.918876,1,Negative,0.512172461,Positive,0.779993892
"Nah bro, I'd rather have the aliens come abduct me",nah bro id rather have the aliens come abduct me,"{'neg': 0.135, 'neu': 0.865, 'pos': 0.0, 'compound': -0.1027}",-0.1027,Negative,Negative,0.8002456,1,Negative,0.837008417,Negative,0.708642662
"Plz ban flight ðŸ˜¢ðŸ˜¢,ðŸ¥ºðŸ¥ºplease please",plz ban flight ðÿðÿðÿºðÿºplease please,"{'neg': 0.391, 'neu': 0.217, 'pos': 0.391, 'compound': -0.25}",-0.25,Negative,Negative,0.9068357,1,Negative,0.625707567,Positive,0.699504256
So it came from the same laboratory ðŸ˜…,so it came from the same laboratory ðÿ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.9366991,1,Neutral,0.918069363,Negative,0.657329857
Itâ€:trade_mark:s here in Vancouver Canada ðŸ‡¨ðŸ‡¦  Everyone is sick. Dying. Be afraid. ðŸ˜±,itâtrade_marks here in vancouver canada ðÿðÿ everyone is sick dying be afraid ðÿ,"{'neg': 0.216, 'neu': 0.784, 'pos': 0.0, 'compound': -0.5106}",-0.5106,Negative,Negative,0.89838094,1,Negative,0.922518253,Negative,0.848714173
 like the fact that in the report there's a reminder that the numbers are coming from Chinese State media and cannot be trusted. I appreciate the truth has been told,like the fact that in the report theres a reminder that the numbers are coming from chinese state media and cannot be trusted i appreciate the truth has been told,"{'neg': 0.071, 'neu': 0.721, 'pos': 0.208, 'compound': 0.6054}",0.6054,Positive,Positive,0.9943318,1,Neutral,0.610968351,Positive,0.743958235
IVE PLAYED THESE GAMES BEFORE!!!    I SAID I PLAYED THESE GAME BEFORE!,ive played these games before i said i played these game before,"{'neg': 0.0, 'neu': 0.676, 'pos': 0.324, 'compound': 0.5859}",0.5859,Positive,Positive,0.99869,1,Neutral,0.794371784,Negative,0.59415096
"Ah shit, here We go again.",ah shit here we go again,"{'neg': 0.419, 'neu': 0.581, 'pos': 0.0, 'compound': -0.5574}",-0.5574,Negative,Negative,0.9599342,1,Negative,0.786997259,Negative,0.625305176
"Bro, the simpsons predicted itðŸ˜:registered:",bro the simpsons predicted itðÿregistered,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.99599445,1,Neutral,0.706102252,Positive,0.521130204
It won't affect us because it won't kill us,it wont affect us because it wont kill us,"{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.5773}",0.5773,Positive,Negative,0.5890944,0,Neutral,0.564180315,Negative,0.589231789
Guys if we lockdown again Iâ€:trade_mark:m finna be back in my gaming prime,guys if we lockdown again iâtrade_markm finna be back in my gaming prime,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.8489503,1,Neutral,0.483242929,Positive,0.780461907
Bro china always starts it,bro china always starts it,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.9850819,1,Negative,0.738628983,Positive,0.828742445
Silly. This same virus is well known and has been everywhere for a long time. Britain has had it for years. Why put another anti-China hit piece?,silly this same virus is well known and has been everywhere for a long time britain has had it for years why put another antichina hit piece,"{'neg': 0.0, 'neu': 0.887, 'pos': 0.113, 'compound': 0.296}",0.296,Positive,Positive,0.8467322,1,Negative,0.828534961,Negative,0.511860311
Control it we no need it in Jamaica,control it we no need it in jamaica,"{'neg': 0.239, 'neu': 0.761, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative,Negative,0.7001397,1,Negative,0.765383303,Positive,0.690992653
People will be hating China but I get the western are frustrated but The Chinese are suffering more than western countries â¤,people will be hating china but i get the western are frustrated but the chinese are suffering more than western countries â,"{'neg': 0.365, 'neu': 0.635, 'pos': 0.0, 'compound': -0.8979}",-0.8979,Negative,Negative,0.80931854,1,Negative,0.837169647,Negative,0.823285401
Videos from hospitals sure looks real and alarming. It may look recorded by some patient and for sure Chinese media dont want to cause panic or else they'll get hate for that due to the covid situation few years backðŸ˜¢,videos from hospitals sure looks real and alarming it may look recorded by some patient and for sure chinese media dont want to cause panic or else theyll get hate for that due to the covid situation few years backðÿ,"{'neg': 0.201, 'neu': 0.704, 'pos': 0.095, 'compound': -0.6276}",-0.6276,Negative,Negative,0.64058846,1,Negative,0.750586927,Negative,0.762450457
Biden is soon going to be out of office so nobody cares. No one in the Republican Party is going to pedal the bullshit that Dr. Fauci pedaled to help lock down the entire country. Someone oughta take Fauci out the pasture and do what needs to be done.,biden is soon going to be out of office so nobody cares no one in the republican party is going to pedal the bullshit that dr fauci pedaled to help lock down the entire country someone oughta take fauci out the pasture and do what needs to be done,"{'neg': 0.106, 'neu': 0.746, 'pos': 0.147, 'compound': 0.3431}",0.3431,Positive,Positive,0.94783384,1,Negative,0.858046174,Negative,0.832267523
It will spread again,it will spread again,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.96752715,1,Negative,0.515772521,Positive,0.675227284
*I've played these game before*,ive played these game before,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.34}",0.34,Positive,Positive,0.9860559,1,Neutral,0.834826231,Negative,0.610744715
Here we go again!!!,here we go again,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.97943157,1,Negative,0.542321742,Positive,0.833614945
But we need to trust u,but we need to trust u,"{'neg': 0.0, 'neu': 0.529, 'pos': 0.471, 'compound': 0.6652}",0.6652,Positive,Negative,0.4767834,0,Neutral,0.667806149,Negative,0.565266132
People don't realize HMPV already exists in various countries. this is a seasonal cold its very normal you fools.,people dont realize hmpv already exists in various countries this is a seasonal cold its very normal you fools,"{'neg': 0.161, 'neu': 0.839, 'pos': 0.0, 'compound': -0.5367}",-0.5367,Negative,Negative,0.8092914,1,Negative,0.713777304,Negative,0.634575307
It's not mystery if it been around for over 70 years.,its not mystery if it been around for over 70 years,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.9677431,1,Neutral,0.730491102,Positive,0.837145805
"God please dont do it again, that was really bad for mankindðŸ˜¢",god please dont do it again that was really bad for mankindðÿ,"{'neg': 0.221, 'neu': 0.523, 'pos': 0.256, 'compound': -0.101}",-0.101,Negative,Negative,0.5349296,1,Negative,0.939967453,Negative,0.979621291
If its there ita here plain and simple,if its there ita here plain and simple,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.942203,1,Neutral,0.768317997,Positive,0.881312966
Now itâ€:trade_mark:s getting obvious,now itâtrade_marks getting obvious,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.9364374,1,Neutral,0.614222467,Negative,0.807465792
Oh please no,oh please no,"{'neg': 0.4, 'neu': 0.182, 'pos': 0.418, 'compound': 0.0258}",0.0258,Neutral,Negative,0.678969,0,Negative,0.688588023,Negative,0.9241063
Well here we go again ðŸ˜’,well here we go again ðÿ,"{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.2732}",0.2732,Positive,Positive,0.8740067,1,Negative,0.504028678,Positive,0.745564997
Chinese economy has been declining. I recall sending you videos... this is China's way of curbing the world's economic growth while they figure out how to fix their econonic issues.  African nations must reset their immigration's policy guidelines to block every person who visited  China in the past year... going forward. We do not have to be scared to do what the Western world would do. AFRICAN COUNTRIES/LEADERS PLEASE WAKE TF .,chinese economy has been declining i recall sending you videos this is chinas way of curbing the worlds economic growth while they figure out how to fix their econonic issues african nations must reset their immigrations policy guidelines to block every person who visited china in the past year going forward we do not have to be scared to do what the western world would do african countriesleaders please wake tf,"{'neg': 0.075, 'neu': 0.862, 'pos': 0.063, 'compound': -0.2263}",-0.2263,Negative,Negative,0.87349415,1,Negative,0.841889143,Positive,0.780216813
"And still, you Americans prefer sushi ðŸ£ than burritos ðŸŒ¯?",and still you americans prefer sushi ðÿ than burritos ðÿœ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.9888257,1,Negative,0.535395503,Positive,0.741547763
 seer (person who read tarot cards) said that there are some people with that virus ðŸ¦  here in USA ðŸ‡ºðŸ‡¸ but the government doesnâ€:trade_mark:t want to say It.,seer person who read tarot cards said that there are some people with that virus ðÿ here in usa ðÿºðÿ but the government doesnâtrade_markt want to say it,"{'neg': 0.0, 'neu': 0.949, 'pos': 0.051, 'compound': 0.1154}",0.1154,Positive,Positive,0.82844657,1,Neutral,0.499487579,Negative,0.869198799
" recommend people to check their PH levels, (how acid is your stomach), and â€œif you have no ulcersâ€ start to take betaine supplements and apple cider vinegar, because when the stomach is very acid, it destroys many bad bacteria ðŸ¦  and makes the body stronger to fight them",recommend people to check their ph levels how acid is your stomach and âœif you have no ulcersâ start to take betaine supplements and apple cider vinegar because when the stomach is very acid it destroys many bad bacteria ðÿ and makes the body stronger to fight them,"{'neg': 0.205, 'neu': 0.709, 'pos': 0.086, 'compound': -0.7943}",-0.7943,Negative,Negative,0.72785527,1,Neutral,0.698846519,Positive,0.6355353
